filename,seq_id,frame_idx,outcome,iou,best_conf,gt_present,lr,fm,sv
20190925_111757_1_10_infrared_000000.jpg,20190925_111757_1_10,0,TP,0.7742782901232433,0.7362213730812073,True,False,False,False
20190925_111757_1_10_infrared_000005.jpg,20190925_111757_1_10,5,TP,0.9244385063194409,0.7370864748954773,True,False,False,False
20190925_111757_1_10_infrared_000010.jpg,20190925_111757_1_10,10,TP,0.8011432430534172,0.7368015646934509,True,False,False,False
20190925_111757_1_10_infrared_000015.jpg,20190925_111757_1_10,15,TP,0.7151066658035424,0.7236645221710205,True,False,False,False
20190925_111757_1_10_infrared_000020.jpg,20190925_111757_1_10,20,TP,0.765434374089151,0.742699384689331,True,False,False,False
20190925_111757_1_10_infrared_000025.jpg,20190925_111757_1_10,25,TP,0.7966356243812716,0.7367449998855591,True,False,False,False
20190925_111757_1_10_infrared_000030.jpg,20190925_111757_1_10,30,TP,0.8136509145392594,0.7261545062065125,True,False,False,False
20190925_111757_1_10_infrared_000035.jpg,20190925_111757_1_10,35,TP,0.7891033628274988,0.7202481627464294,True,False,False,False
20190925_111757_1_10_infrared_000040.jpg,20190925_111757_1_10,40,TP,0.799378604604984,0.7288321852684021,True,False,False,False
20190925_111757_1_10_infrared_000045.jpg,20190925_111757_1_10,45,TP,0.9067295876948813,0.6668413877487183,True,False,False,False
20190925_111757_1_10_infrared_000050.jpg,20190925_111757_1_10,50,TP,0.8342012513080529,0.6709332466125488,True,False,False,False
20190925_111757_1_10_infrared_000055.jpg,20190925_111757_1_10,55,TP,0.8545803246933177,0.7364561557769775,True,False,False,False
20190925_111757_1_10_infrared_000060.jpg,20190925_111757_1_10,60,TP,0.8801797628845671,0.7321463823318481,True,False,False,False
20190925_111757_1_10_infrared_000065.jpg,20190925_111757_1_10,65,TP,0.8970196532810545,0.6367785334587097,True,False,False,False
20190925_111757_1_10_infrared_000070.jpg,20190925_111757_1_10,70,TP,0.6983851926645264,0.669759213924408,True,False,False,False
20190925_111757_1_10_infrared_000075.jpg,20190925_111757_1_10,75,TP,0.7749821991775652,0.695904016494751,True,False,True,False
20190925_111757_1_10_infrared_000080.jpg,20190925_111757_1_10,80,TP,0.7666035843687453,0.6837666630744934,True,False,False,False
